STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency,CLIMATE_CHANGE_INDICATORS,Climate Change Indicators,GEO_PICT,Pacific Island Countries and territories,TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of measure,ERROR_TYPE,Error type,ERROR_VAL,Error value,REPORTING_TYPE,Reporting Type,OBS_COMMENT,Comment
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PF,French Polynesia,1978,,5,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PF,French Polynesia,1979,,5,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PF,French Polynesia,1980,,5,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PF,French Polynesia,1981,,5,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PF,French Polynesia,1982,,5,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PF,French Polynesia,1983,,5,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PF,French Polynesia,1984,,5,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PF,French Polynesia,1985,,5,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PF,French Polynesia,1986,,5,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PF,French Polynesia,1987,,5,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PF,French Polynesia,1988,,5,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PF,French Polynesia,1989,,5,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PF,French Polynesia,1990,,5,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PF,French Polynesia,1991,,5,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PF,French Polynesia,1992,,5,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PF,French Polynesia,1993,,5,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PF,French Polynesia,1994,,5,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PF,French Polynesia,1995,,5,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PF,French Polynesia,1996,,5,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PF,French Polynesia,1997,,5,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PF,French Polynesia,1998,,5,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PF,French Polynesia,1999,,5,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PF,French Polynesia,2000,,5,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PF,French Polynesia,2001,,5,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PF,French Polynesia,2002,,5,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PF,French Polynesia,2003,,5,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PF,French Polynesia,2004,,5,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PF,French Polynesia,2005,,5,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PF,French Polynesia,2006,,5,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PF,French Polynesia,2007,,5,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PF,French Polynesia,2008,,5,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PF,French Polynesia,2009,,5,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PF,French Polynesia,2010,,5,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PF,French Polynesia,2011,,5,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PF,French Polynesia,2012,,5,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PF,French Polynesia,2013,,6,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PF,French Polynesia,2014,,6,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PF,French Polynesia,2015,,6,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PF,French Polynesia,2016,,7,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PF,French Polynesia,2017,,7,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PF,French Polynesia,2018,,7,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PF,French Polynesia,2019,,7,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PF,French Polynesia,2020,,7,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PF,French Polynesia,2021,,7,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PF,French Polynesia,2022,,7,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PF,French Polynesia,2023,,7,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PF,French Polynesia,2024,,7,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PF,French Polynesia,2025,,7,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PF,French Polynesia,2026,,7,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,VU,Vanuatu,1953,,1,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,VU,Vanuatu,1954,,1,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,VU,Vanuatu,1955,,1,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,VU,Vanuatu,1956,,1,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,VU,Vanuatu,1957,,1,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,VU,Vanuatu,1958,,1,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,VU,Vanuatu,1959,,1,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,VU,Vanuatu,1960,,1,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,VU,Vanuatu,1961,,2,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,VU,Vanuatu,1962,,2,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,VU,Vanuatu,1963,,2,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,VU,Vanuatu,1964,,2,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,VU,Vanuatu,1965,,2,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,VU,Vanuatu,1966,,2,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,VU,Vanuatu,1967,,2,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,VU,Vanuatu,1968,,2,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,VU,Vanuatu,1969,,2,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,VU,Vanuatu,1970,,2,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,VU,Vanuatu,1971,,2,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,VU,Vanuatu,1972,,3,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,VU,Vanuatu,1973,,4,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,VU,Vanuatu,1974,,4,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,VU,Vanuatu,1975,,4,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,VU,Vanuatu,1976,,4,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,VU,Vanuatu,1977,,4,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,VU,Vanuatu,1978,,4,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,VU,Vanuatu,1979,,4,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,VU,Vanuatu,1980,,4,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,VU,Vanuatu,1981,,4,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,VU,Vanuatu,1982,,4,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,VU,Vanuatu,1983,,4,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,VU,Vanuatu,1984,,4,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,VU,Vanuatu,1985,,4,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,VU,Vanuatu,1986,,4,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,VU,Vanuatu,1987,,4,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,VU,Vanuatu,1988,,5,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,VU,Vanuatu,1989,,5,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,VU,Vanuatu,1990,,5,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,VU,Vanuatu,1991,,5,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,VU,Vanuatu,1992,,5,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,VU,Vanuatu,1993,,5,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,VU,Vanuatu,1994,,5,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,VU,Vanuatu,1995,,5,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,VU,Vanuatu,1996,,5,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,VU,Vanuatu,1997,,5,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,VU,Vanuatu,1998,,5,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,VU,Vanuatu,1999,,5,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,VU,Vanuatu,2000,,5,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,VU,Vanuatu,2001,,5,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,VU,Vanuatu,2002,,5,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,VU,Vanuatu,2003,,5,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,VU,Vanuatu,2004,,5,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,VU,Vanuatu,2005,,5,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,VU,Vanuatu,2006,,5,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,VU,Vanuatu,2007,,6,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,VU,Vanuatu,2008,,6,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,VU,Vanuatu,2009,,6,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,VU,Vanuatu,2010,,6,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,VU,Vanuatu,2011,,6,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,VU,Vanuatu,2012,,6,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,VU,Vanuatu,2013,,6,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,VU,Vanuatu,2014,,6,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,VU,Vanuatu,2015,,6,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,VU,Vanuatu,2016,,6,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,VU,Vanuatu,2017,,6,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,VU,Vanuatu,2018,,6,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,VU,Vanuatu,2019,,6,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,VU,Vanuatu,2020,,6,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,VU,Vanuatu,2021,,6,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,VU,Vanuatu,2022,,6,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,VU,Vanuatu,2023,,6,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,VU,Vanuatu,2024,,6,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,VU,Vanuatu,2025,,6,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,VU,Vanuatu,2026,,6,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,1889,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,1890,,0,,,,N,units,,,,,N,National,,
